Unnamed: 0,sms,spam,Unnamed: 3,sms_processed,tokens
5104,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,False,,miles and smiles r made frm same letters but do u know d difference smile on ur face keeps me happy even though i am miles away from u keep smiling good nyt,"['miles', 'smiles', 'r', 'made', 'frm', 'letters', 'u', 'know', 'difference', 'smile', 'ur', 'face', 'keeps', 'happy', 'even', 'though', 'miles', 'away', 'u', 'keep', 'smiling', 'good', 'nyt']"
5105,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,True,,you have been specially selected to receive a 2000 pound award call 08712402050 before the lines close cost 10ppm 16 tcs apply ag promo,"['specially', 'selected', 'receive', '2000', 'pound', 'award', 'call', '08712402050', 'lines', 'close', 'cost', '10ppm', '16', 'tcs', 'apply', 'ag', 'promo']"
5106,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,True,,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts call mobileupd8 08001950382 or call2optout674,"['free', 'video', 'camera', 'phones', 'half', 'price', 'line', 'rental', '12', 'mths', '500', 'cross', 'ntwk', 'mins', '100', 'txts', 'call', 'mobileupd8', '08001950382', 'call2optout674']"
5107,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,True,,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts call mobileupd8 08001950382 or call2optout674,"['free', 'video', 'camera', 'phones', 'half', 'price', 'line', 'rental', '12', 'mths', '500', 'cross', 'ntwk', 'mins', '100', 'txts', 'call', 'mobileupd8', '08001950382', 'call2optout674']"
5108,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,True,,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call 08000930705 for free delivery,"['want', 'new', 'video', 'phone', '750', 'anytime', 'network', 'mins', 'half', 'price', 'line', 'rental', 'free', 'text', '3', 'months', 'reply', 'call', '08000930705', 'free', 'delivery']"
5109,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,True,,todays voda numbers ending 7548 are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 4041 standard rates app,"['todays', 'voda', 'numbers', 'ending', '7548', 'selected', 'receive', '350', 'award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '4041', 'standard', 'rates', 'app']"
5110,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,True,,todays voda numbers ending 5226 are selected to receive a 350 award if you hava a match please call 08712300220 quoting claim code 1131 standard rates app,"['todays', 'voda', 'numbers', 'ending', '5226', 'selected', 'receive', '350', 'award', 'hava', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '1131', 'standard', 'rates', 'app']"
5111,Cheers for the message Zogtorius. IÂ’ve been staring at my phone for an age deciding whether to text or not.,False,,cheers for the message zogtorius iâve been staring at my phone for an age deciding whether to text or not,"['cheers', 'message', 'zogtorius', 'iâve', 'staring', 'phone', 'age', 'deciding', 'whether', 'text']"
5112,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",True,,had your mobile 10 mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call,"['mobile', '10', 'mths', 'update', 'latest', 'cameravideo', 'phones', 'free', 'keep', 'ur', 'number', 'get', 'extra', 'free', 'minstexts', 'text', 'yes', 'call']"
5113,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,False,,the 2 oz guy is being kinda flaky but one friend is interested in picking up  ltgt  worth tonight if possible,"['2', 'oz', 'guy', 'kinda', 'flaky', 'one', 'friend', 'interested', 'picking', 'ltgt', 'worth', 'tonight', 'possible']"
5114,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,False,,thing r good thanx got exams in march ive done no revision is fran still with boyf ive gotta interviw 4 exeter bit worriedx,"['thing', 'r', 'good', 'thanx', 'got', 'exams', 'march', 'ive', 'done', 'revision', 'fran', 'still', 'boyf', 'ive', 'got', 'ta', 'interviw', '4', 'exeter', 'bit', 'worriedx']"
5115,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,False,,pls help me tell sura that im expecting a battery from hont and that if should pls send me a message about how to download movies thanks,"['pls', 'help', 'tell', 'sura', 'im', 'expecting', 'battery', 'hont', 'pls', 'send', 'message', 'download', 'movies', 'thanks']"
5116,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,False,,sorry sent blank msg again yup but trying 2 do some serious studying now,"['sorry', 'sent', 'blank', 'msg', 'yup', 'trying', '2', 'serious', 'studying']"
5117,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,True,,for taking part in our mobile survey yesterday you can now have 500 texts 2 use however you wish 2 get txts just send txt to 80160 tc wwwtxt43com 150p,"['taking', 'part', 'mobile', 'survey', 'yesterday', '500', 'texts', '2', 'use', 'however', 'wish', '2', 'get', 'txts', 'send', 'txt', '80160', 'tc', 'wwwtxt43com', '150p']"
5118,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",True,,free game get rayman golf 4 free from the o2 games arcade 1st get ur games settings reply post then save  activ8 press 0 key for arcade termsapply,"['free', 'game', 'get', 'rayman', 'golf', '4', 'free', 'o2', 'games', 'arcade', '1st', 'get', 'ur', 'games', 'settings', 'reply', 'post', 'save', 'activ8', 'press', '0', 'key', 'arcade', 'termsapply']"
5119,"Think ur smart ? Win Â£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",True,,think ur smart  win â200 this week in our weekly quiz text play to 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week,"['think', 'ur', 'smart', 'win', 'â200', 'week', 'weekly', 'quiz', 'text', 'play', '85222', 'nowtcs', 'winnersclub', 'po', 'box', '84', 'm26', '3uz', '16', 'gbp150week']"
5120,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,True,,ringtone club get the uk singles chart on your mobile each week and choose any top quality ringtone this message is free of charge,"['ringtone', 'club', 'get', 'uk', 'singles', 'chart', 'mobile', 'week', 'choose', 'top', 'quality', 'ringtone', 'message', 'free', 'charge']"
5121,When did i use soc... I use it only at home... Ãœ dunno how 2 type it in word ar...,False,,when did i use soc i use it only at home ãœ dunno how 2 type it in word ar,"['use', 'soc', 'use', 'home', 'ãœ', 'dunno', '2', 'type', 'word', 'ar']"
5122,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",True,,loan for any purpose â500  â75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,"['loan', 'purpose', 'â500', 'â75000', 'homeowners', 'tenants', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', '0800', '1956669', 'text', 'back', 'help']"
5123,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",True,,loan for any purpose â500  â75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,"['loan', 'purpose', 'â500', 'â75000', 'homeowners', 'tenants', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', '0800', '1956669', 'text', 'back', 'help']"
5124,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",True,,loan for any purpose â500  â75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,"['loan', 'purpose', 'â500', 'â75000', 'homeowners', 'tenants', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', '0800', '1956669', 'text', 'back', 'help']"
5125,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,True,,we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,"['tried', 'contact', 'reply', 'offer', '750', 'mins', '150', 'textand', 'new', 'video', 'phone', 'call', '08002988890', 'reply', 'free', 'delivery', 'tomorrow']"
5126,"URGENT! Your Mobile No. was awarded Â£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",True,,urgent your mobile no was awarded â2000 bonus caller prize on 5903 this is our final try to contact u call from landline 09064019788 box42wr29c 150ppm,"['urgent', 'mobile', 'awarded', 'â2000', 'bonus', 'caller', 'prize', '5903', 'final', 'try', 'contact', 'u', 'call', 'landline', '09064019788', 'box42wr29c', '150ppm']"
5127,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,True,,double mins  double txt  12 price linerental on latest orange bluetooth mobiles call mobileupd8 for the very latest offers 08000839402 or call2optoutlf56,"['double', 'mins', 'double', 'txt', '12', 'price', 'linerental', 'latest', 'orange', 'bluetooth', 'mobiles', 'call', 'mobileupd8', 'latest', 'offers', '08000839402', 'call2optoutlf56']"
5128,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,True,,double mins  double txt  12 price linerental on latest orange bluetooth mobiles call mobileupd8 for the very latest offers 08000839402 or call2optoutlf56,"['double', 'mins', 'double', 'txt', '12', 'price', 'linerental', 'latest', 'orange', 'bluetooth', 'mobiles', 'call', 'mobileupd8', 'latest', 'offers', '08000839402', 'call2optoutlf56']"
5129,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,True,,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18,"['free', 'entry', '2', 'weekly', 'comp', 'chance', 'win', 'ipod', 'txt', 'pod', '80182', 'get', 'entry', 'std', 'txt', 'rate', 'tcs', 'apply', '08452810073', 'details', '18']"
5130,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,True,,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18,"['free', 'entry', '2', 'weekly', 'comp', 'chance', 'win', 'ipod', 'txt', 'pod', '80182', 'get', 'entry', 'std', 'txt', 'rate', 'tcs', 'apply', '08452810073', 'details', '18']"
5131,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xÂ£150pw to eÂ£nd txt stop",True,,free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help 0845 2814032 16 after 1st free tones are 3xâ150pw to eând txt stop,"['free', 'ringtone', 'text', 'first', '87131', 'poly', 'text', 'get', '87131', 'true', 'tone', 'help', '0845', '2814032', '16', '1st', 'free', 'tones', '3xâ150pw', 'eând', 'txt', 'stop']"
5132,Thanks for your subscription to Ringtone UK your mobile will be charged Â£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,True,,thanks for your subscription to ringtone uk your mobile will be charged â5month please confirm by replying yes or no if you reply no you will not be charged,"['thanks', 'subscription', 'ringtone', 'uk', 'mobile', 'charged', 'â5month', 'please', 'confirm', 'replying', 'yes', 'reply', 'charged']"
5133,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or Â£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",True,,urgent please call 0906346330 your abta complimentary 4 spanish holiday or â10000 cash await collection sae tcs box 47 po19 2ez 150ppm 18,"['urgent', 'please', 'call', '0906346330', 'abta', 'complimentary', '4', 'spanish', 'holiday', 'â10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'box', '47', 'po19', '2ez', '150ppm', '18']"
5134,Be sure to check your yahoo email. We sent photos yesterday,False,,be sure to check your yahoo email we sent photos yesterday,"['sure', 'check', 'yahoo', 'email', 'sent', 'photos', 'yesterday']"
5135,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,True,,do you want a new video phone 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now,"['want', 'new', 'video', 'phone', '600', 'anytime', 'network', 'mins', '400', 'inclusive', 'video', 'calls', 'downloads', '5', 'per', 'week', 'free', 'deltomorrow', 'call', '08002888812', 'reply']"
5136,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,False,,yup wun believe wat u really neva c e msg i sent shuhui,"['yup', 'wun', 'believe', 'wat', 'u', 'really', 'neva', 'c', 'e', 'msg', 'sent', 'shuhui']"
5137,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",False,,he is impossible to argue with and he always treats me like his sub like he never released me  which he did and i will remind him of that if necessary,"['impossible', 'argue', 'always', 'treats', 'like', 'sub', 'like', 'never', 'released', 'remind', 'necessary']"
5138,URGENT We are trying to contact you Last weekends draw shows u have won a Â£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,True,,urgent we are trying to contact you last weekends draw shows u have won a â1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm,"['urgent', 'trying', 'contact', 'last', 'weekends', 'draw', 'shows', 'u', 'â1000', 'prize', 'guaranteed', 'call', '09064017295', 'claim', 'code', 'k52', 'valid', '12hrs', '150p', 'pm']"
5139,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",False,,once a fishrman woke early in d mrng it was very dark he waited a while amp found a sack ful of stones he strtd throwin thm in2 d sea 2 pass time atlast he had jus 1stone sun rose up amp he found out tht those r nt stones those were diamonds moraldont wake up early in d mrng good night,"['fishrman', 'woke', 'early', 'mrng', 'dark', 'waited', 'amp', 'found', 'sack', 'ful', 'stones', 'strtd', 'throwin', 'thm', 'in2', 'sea', '2', 'pass', 'time', 'atlast', 'jus', '1stone', 'sun', 'rose', 'amp', 'found', 'tht', 'r', 'nt', 'stones', 'diamonds', 'moraldont', 'wake', 'early', 'mrng', 'good', 'night']"
5140,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",True,,get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n best tones 3gbp network operator rates apply,"['get', '3', 'lions', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'lionp', '4', 'poly', '4', 'go', '2', 'wwwringtonescouk', 'original', 'n', 'best', 'tones', '3gbp', 'network', 'operator', 'rates', 'apply']"
5141,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",True,,get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n best tones 3gbp network operator rates apply,"['get', '3', 'lions', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'lionp', '4', 'poly', '4', 'go', '2', 'wwwringtonescouk', 'original', 'n', 'best', 'tones', '3gbp', 'network', 'operator', 'rates', 'apply']"
5142,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,False,,its ok i noe ure busy but im really too bored so i msg u i oso dunno wat colour she choose 4 me one,"['ok', 'noe', 'ure', 'busy', 'im', 'really', 'bored', 'msg', 'u', 'oso', 'dunno', 'wat', 'colour', 'choose', '4', 'one']"
5143,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),True,,ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community 100psms,"['ever', 'thought', 'living', 'good', 'life', 'perfect', 'partner', 'txt', 'back', 'name', 'age', 'join', 'mobile', 'community', '100psms']"
5144,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ã¼ not interested.,False,,c movie is juz last minute decision mah juz watch 2 lar but i tot ã¼ not interested,"['c', 'movie', 'juz', 'last', 'minute', 'decision', 'mah', 'juz', 'watch', '2', 'lar', 'tot', 'ã¼', 'interested']"
5145,WIN URGENT! Your mobile number has been awarded with a Â£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,True,,win urgent your mobile number has been awarded with a â2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm,"['win', 'urgent', 'mobile', 'number', 'awarded', 'â2000', 'prize', 'guaranteed', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hrs', '150ppm']"
5146,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",False,,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay,"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'rays', 'leaves', 'worries', 'blue', 'blue', 'bay']"
5147,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",False,,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'rays', 'leaves', 'worries', 'blue', 'blue', 'bay', 'gud', 'mrng']"
5148,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",False,,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'rays', 'leaves', 'worries', 'blue', 'blue', 'bay', 'gud', 'mrng']"
5149,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",False,,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'rays', 'leaves', 'worries', 'blue', 'blue', 'bay', 'gud', 'mrng']"
5150,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or Â£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",True,,urgent call 09066612661 from landline your complementary 4 tenerife holiday or â10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer,"['urgent', 'call', '09066612661', 'landline', 'complementary', '4', 'tenerife', 'holiday', 'â10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', '3', 'wa14', '2px', '150ppm', '18', 'sender', 'hol', 'offer']"
5151,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",False,,she is our sister she belongs 2 our family she is d hope of tomorrow pray 4 herwho was fated 4 d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior 2 her grief amp pain pls join in dis chain amp pass it stop violence against women,"['sister', 'belongs', '2', 'family', 'hope', 'tomorrow', 'pray', '4', 'herwho', 'fated', '4', 'shoranur', 'train', 'incident', 'lets', 'hold', 'hands', 'together', 'amp', 'fuelled', 'love', 'amp', 'concern', 'prior', '2', 'grief', 'amp', 'pain', 'pls', 'join', 'dis', 'chain', 'amp', 'pass', 'stop', 'violence', 'women']"
5152,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",True,,hack chat get backdoor entry into 121 chat rooms at a fraction of the cost reply neo69 or call 09050280520 to subscribe 25p pm dps bcm box 8027 ldn wc1n3xx,"['hack', 'chat', 'get', 'backdoor', 'entry', '121', 'chat', 'rooms', 'fraction', 'cost', 'reply', 'neo69', 'call', '09050280520', 'subscribe', '25p', 'pm', 'dps', 'bcm', 'box', '8027', 'ldn', 'wc1n3xx']"
5153,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",False,,good evening sir hope you are having a nice day i wanted to bring it to your notice that i have been late in paying rent for the past few months and have had to pay a  ltgt  charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thank you for everything,"['good', 'evening', 'sir', 'hope', 'nice', 'day', 'wanted', 'bring', 'notice', 'late', 'paying', 'rent', 'past', 'months', 'pay', 'ltgt', 'charge', 'felt', 'would', 'inconsiderate', 'nag', 'something', 'give', 'great', 'cost', 'thats', 'didnt', 'speak', 'however', 'recession', 'wont', 'able', 'pay', 'charge', 'month', 'hence', 'askin', 'well', 'ahead', 'months', 'end', 'please', 'help', 'thank', 'everything']"
5154,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",False,,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends shjas,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'ends', 'shjas']"
5155,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",False,,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends shjas,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'ends', 'shjas']"
5156,Yeah just open chat and click friend lists. Then make the list. Easy as pie,False,,yeah just open chat and click friend lists then make the list easy as pie,"['yeah', 'open', 'chat', 'click', 'friend', 'lists', 'make', 'list', 'easy', 'pie']"
5157,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",False,,dear friends sorry for the late information today is the birthday of our loving arpraveesh for more details log on to face book and see its his number  ltgt  dont miss a delicious treat,"['dear', 'friends', 'sorry', 'late', 'information', 'today', 'birthday', 'loving', 'arpraveesh', 'details', 'log', 'face', 'book', 'see', 'number', 'ltgt', 'dont', 'miss', 'delicious', 'treat']"
5158,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,True,, free polyphonic ringtone text super to 87131 to get your free poly tone of the week now 16 sn pobox202 nr31 7zs subscription 450pw,"['free', 'polyphonic', 'ringtone', 'text', 'super', '87131', 'get', 'free', 'poly', 'tone', 'week', '16', 'sn', 'pobox202', 'nr31', '7zs', 'subscription', '450pw']"
5159,thanks for the temales it was wonderful. Thank. Have a great week.,False,,thanks for the temales it was wonderful thank have a great week,"['thanks', 'temales', 'wonderful', 'thank', 'great', 'week']"
5160,I'm working technical support :)voice process.networking field.,False,,im working technical support voice processnetworking field,"['im', 'working', 'technical', 'support', 'voice', 'processnetworking', 'field']"
5161,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",False,,im an actor when i work i work in the evening and sleep late since im unemployed at the moment i always sleep late when youre unemployed every day is saturday,"['im', 'actor', 'work', 'work', 'evening', 'sleep', 'late', 'since', 'im', 'unemployed', 'moment', 'always', 'sleep', 'late', 'youre', 'unemployed', 'every', 'day', 'saturday']"
5162,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",False,,can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold  ltgt  or any bb,"['please', 'ask', 'macho', 'price', 'range', 'want', 'something', 'new', 'used', 'plus', 'interfued', 'blackberry', 'bold', 'ltgt', 'bb']"
5163,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,False,,hi chachi tried calling u now unable to reach u  pl give me a missed cal once u c tiz msg  kanagu,"['hi', 'chachi', 'tried', 'calling', 'u', 'unable', 'reach', 'u', 'pl', 'give', 'missed', 'cal', 'u', 'c', 'tiz', 'msg', 'kanagu']"
5164,Todays Voda numbers ending 1225 are selected to receive a Â£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,True,,todays voda numbers ending 1225 are selected to receive a â50award if you have a match please call 08712300220 quoting claim code 3100 standard rates app,"['todays', 'voda', 'numbers', 'ending', '1225', 'selected', 'receive', 'â50award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '3100', 'standard', 'rates', 'app']"
5165,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,False,,any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employers paperwork not cool at all please do not contact me again or i will report you to your supervisor,"['chance', 'might', 'evaporated', 'soon', 'violated', 'privacy', 'stealing', 'phone', 'number', 'employers', 'paperwork', 'cool', 'please', 'contact', 'report', 'supervisor']"
5166,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,True,,freemsg our records indicate you may be entitled to 3750 pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop,"['freemsg', 'records', 'indicate', 'may', 'entitled', '3750', 'pounds', 'accident', 'claim', 'free', 'reply', 'yes', 'msg', 'opt', 'text', 'stop']"
5167,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",False,,i have 2 sleeping bags 1 blanket and paper and  phone details anything else,"['2', 'sleeping', 'bags', '1', 'blanket', 'paper', 'phone', 'details', 'anything', 'else']"
5168,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,False,,oops sorry just to check that you dont mind picking me up tomo at half eight from station would that be ok,"['oops', 'sorry', 'check', 'dont', 'mind', 'picking', 'tomo', 'half', 'eight', 'station', 'would', 'ok']"
5169,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or Â£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",True,,urgent call 09066649731from landline your complimentary 4 ibiza holiday or â10000 cash await collection sae tcs po box 434 sk3 8wp 150ppm 18,"['urgent', 'call', '09066649731from', 'landline', 'complimentary', '4', 'ibiza', 'holiday', 'â10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', '434', 'sk3', '8wp', '150ppm', '18']"
